#     r             phi             Phi             Pi             Ricci
1.1639600782    0.0000000005   -0.0000000579    0.0000000086  -12.0000000000
1.1655308745    0.0000000004   -0.0000000486    0.0000000073  -12.0000000000
1.1671016708    0.0000000003   -0.0000000407    0.0000000062  -12.0000000000
1.1686724671    0.0000000003   -0.0000000340    0.0000000052  -12.0000000000
1.1702432635    0.0000000002   -0.0000000284    0.0000000044  -12.0000000000
1.1718140598    0.0000000002   -0.0000000236    0.0000000037  -12.0000000000
1.1733848561    0.0000000002   -0.0000000196    0.0000000031  -12.0000000000
1.1749556524    0.0000000001   -0.0000000162    0.0000000026  -12.0000000000
1.1765264488    0.0000000001   -0.0000000134    0.0000000022  -12.0000000000
1.1780972451    0.0000000001   -0.0000000110    0.0000000018  -12.0000000000
1.1796680414    0.0000000001   -0.0000000091    0.0000000015  -12.0000000000
1.1812388377    0.0000000001   -0.0000000074    0.0000000013  -12.0000000000
1.1828096341    0.0000000000   -0.0000000061    0.0000000011  -12.0000000000
1.1843804304    0.0000000000   -0.0000000050    0.0000000009  -12.0000000000
1.1859512267    0.0000000000   -0.0000000040    0.0000000007  -12.0000000000
1.1875220231    0.0000000000   -0.0000000033    0.0000000006  -12.0000000000
1.1890928194    0.0000000000   -0.0000000027    0.0000000005  -12.0000000000
1.1906636157    0.0000000000   -0.0000000021    0.0000000004  -12.0000000000
1.1922344120    0.0000000000   -0.0000000017    0.0000000003  -12.0000000000
1.1938052084    0.0000000000   -0.0000000014    0.0000000003  -12.0000000000
1.1953760047    0.0000000000   -0.0000000011    0.0000000002  -12.0000000000
1.1969468010    0.0000000000   -0.0000000009    0.0000000002  -12.0000000000
1.1985175973    0.0000000000   -0.0000000007    0.0000000001  -12.0000000000
1.2000883937    0.0000000000   -0.0000000006    0.0000000001  -12.0000000000
1.2016591900    0.0000000000   -0.0000000004    0.0000000001  -12.0000000000
1.2032299863    0.0000000000   -0.0000000003    0.0000000001  -12.0000000000
1.2048007827    0.0000000000   -0.0000000003    0.0000000001  -12.0000000000
1.2063715790    0.0000000000   -0.0000000002    0.0000000000  -12.0000000000
1.2079423753    0.0000000000   -0.0000000002    0.0000000000  -12.0000000000
1.2095131716    0.0000000000   -0.0000000001    0.0000000000  -12.0000000000
1.2110839680    0.0000000000   -0.0000000001    0.0000000000  -12.0000000000
1.2126547643    0.0000000000   -0.0000000001    0.0000000000  -12.0000000000
1.2142255606    0.0000000000   -0.0000000001    0.0000000000  -12.0000000000
1.2157963569    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2173671533    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2189379496    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2205087459    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2220795422    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2236503386    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2252211349    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2267919312    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2283627276    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2299335239    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2315043202    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2330751165    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2346459129    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2362167092    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2377875055    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2393583018    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2409290982    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2424998945    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2440706908    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2456414871    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2472122835    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2487830798    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2503538761    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2519246725    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2534954688    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2550662651    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2566370614    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2582078578    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2597786541    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2613494504    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2629202467    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2644910431    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2660618394    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2676326357    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2692034321    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2707742284    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2723450247    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2739158210    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2754866174    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2770574137    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2786282100    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2801990063    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2817698027    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2833405990    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2849113953    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2864821916    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2880529880    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2896237843    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2911945806    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2927653770    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2943361733    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2959069696    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2974777659    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.2990485623    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3006193586    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3021901549    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3037609512    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3053317476    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3069025439    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3084733402    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3100441365    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3116149329    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3131857292    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3147565255    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3163273219    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3178981182    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3194689145    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3210397108    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3226105072    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3241813035    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3257520998    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3273228961    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3288936925    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3304644888    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3320352851    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3336060814    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3351768778    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3367476741    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3383184704    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3398892668    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3414600631    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3430308594    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3446016557    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3461724521    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3477432484    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3493140447    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3508848410    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3524556374    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3540264337    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3555972300    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3571680264    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3587388227    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3603096190    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3618804153    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3634512117    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3650220080    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3665928043    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3681636006    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3697343970    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3713051933    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3728759896    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3744467859    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3760175823    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3775883786    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3791591749    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3807299713    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3823007676    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3838715639    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3854423602    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3870131566    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3885839529    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3901547492    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3917255455    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3932963419    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3948671382    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3964379345    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3980087308    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.3995795272    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4011503235    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4027211198    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4042919162    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4058627125    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4074335088    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4090043051    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4105751015    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4121458978    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4137166941    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4152874904    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4168582868    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4184290831    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4199998794    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4215706757    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4231414721    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4247122684    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4262830647    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4278538611    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4294246574    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4309954537    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4325662500    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4341370464    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4357078427    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4372786390    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4388494353    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4404202317    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4419910280    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4435618243    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4451326207    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4467034170    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4482742133    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4498450096    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4514158060    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4529866023    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4545573986    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4561281949    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4576989913    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4592697876    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4608405839    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4624113802    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4639821766    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4655529729    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4671237692    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4686945656    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4702653619    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4718361582    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4734069545    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4749777509    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4765485472    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4781193435    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4796901398    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4812609362    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4828317325    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4844025288    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4859733251    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4875441215    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4891149178    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4906857141    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4922565105    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4938273068    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4953981031    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4969688994    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.4985396958    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5001104921    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5016812884    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5032520847    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5048228811    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5063936774    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5079644737    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5095352700    0.0000000000   -0.0000000000    0.0000000000  -12.0000000000
1.5111060664    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5126768627    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5142476590    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5158184554    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5173892517    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5189600480    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5205308443    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5221016407    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5236724370    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5252432333    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5268140296    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5283848260    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5299556223    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5315264186    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5330972150    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5346680113    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5362388076    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5378096039    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5393804003    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5409511966    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5425219929    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5440927892    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5456635856    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5472343819    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5488051782    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5503759745    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5519467709    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5535175672    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5550883635    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5566591599    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5582299562    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5598007525    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5613715488    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5629423452    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5645131415    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5660839378    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5676547341    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
1.5692255305    0.0000000000    0.0000000000    0.0000000000  -12.0000000000
